NTSBNumber,AccidentReport,AccidentDate,City,StateOrRegion,Country,Latitude,Longitude,FatalInjuries,SeriousInjuries,HighestInjuryLevel,AircraftNumber,DamageLevel,AircraftCategory,RegulationFlightConductedUnder,FlightScheduledType,FlightTerminalType,FlightServiceType,FlightOperationType,DefiningEvent,PhaseOfFlight,IntentionalAct
CEN19FA135,AccidentReport,2019-05-05,Anderson,Indiana,United States,40.108612,-85.613052,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Initial Climb,
GAA19CA242,AccidentReport,2019-05-05,Sandy Valley,Nevada,United States,35.793609,-115.626663,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
GAA19CA246,AccidentReport,2019-05-05,Marion,Indiana,United States,40.486946,-85.683609,,,Minor,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Approach,
WPR19LA137,AccidentReport,2019-05-05,Sutter,California,United States,39.189445,-121.70861,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,System/Component Failure - Powerplant,Maneuvering,
WPR19LA139,AccidentReport,2019-05-05,Minden,Nevada,United States,39.000556,-119.751113,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
WPR19LA140,AccidentReport,2019-05-05,Red Rock,Arizona,United States,32.538333,-111.423614,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
ERA19FA164,AccidentReport,2019-05-06,Foley,Alabama,United States,30.432777,-87.702224,1,1,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Initial Climb,
GAA19CA245,AccidentReport,2019-05-06,Rosendale,Wisconsin,United States,43.880554,-88.710556,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Turbulence Encounter,Enroute,
GAA19CA247,AccidentReport,2019-05-06,Auburn,California,United States,38.954723,-121.081665,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Landing,
GAA19CA250,AccidentReport,2019-05-06,Denton,Texas,United States,33.20222,-97.198059,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Instructional,,Maneuvering,
GAA19CA293,AccidentReport,2019-05-06,Canandaigua,New York,United States,42.909999,-77.330001,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
WPR19FA133,AccidentReport,2019-05-06,Chelan,Washington,United States,47.866489,-119.94173,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Initial Climb,
CEN19FA138,AccidentReport,2019-05-07,Schlater,Mississippi,United States,33.626945,-90.374443,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
WPR19LA141,AccidentReport,2019-05-07,Boulder City,Nevada,United States,35.936389,-114.854446,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Approach,
CEN19FA139,AccidentReport,2019-05-08,Moose Lake,Minnesota,United States,46.423332,-92.805556,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Business,Loss of Control In-Flight,Initial Climb,
ERA19LA169,AccidentReport,2019-05-09,Newport News,Virginia,United States,37.131942,-76.493057,,,None,1,Substantial,Airplane,Public aircraft,,,,Instructional,Abnormal Runway Contact,Landing,
GAA19CA280,AccidentReport,2019-05-09,Charlotte,North Carolina,United States,35.213054,-80.668052,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
GAA19CA255,AccidentReport,2019-05-10,Roseburg,Oregon,United States,43.239444,-123.355834,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Flight test,Loss of Control on Ground,Landing,
GAA19CA256,AccidentReport,2019-05-10,Logandale,Nevada,United States,36.240833,-114.175003,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
CEN19FA140,AccidentReport,2019-05-11,Eagle Lake,Texas,United States,29.516111,-96.397781,1,,Fatal,1,Destroyed,Airplane,Part 137: Agricultural,,,,Aerial application,Unintended Flight Into IMC,Enroute,
ERA19FA170,AccidentReport,2019-05-11,Naples,Florida,United States,26.202499,-81.707221,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Bird Strike,Approach,
GAA19CA257,AccidentReport,2019-05-11,Glades Park,Colorado,United States,39.019165,-108.767776,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Controlled Flight Into Terrain,Initial Climb,
GAA19CA258,AccidentReport,2019-05-11,Dexter,Michigan,United States,42.426944,-83.866668,,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Other,Initial Climb,
GAA19CA262,AccidentReport,2019-05-11,Grand Junction,Colorado,United States,38.964443,-108.652778,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Low Altitude Operation,Maneuvering,
GAA19CA264,AccidentReport,2019-05-11,Mount Holly,New Jersey,United States,39.941944,-74.848609,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Business,Wildlife Encounter,Takeoff,
CEN19FA165,AccidentReport,2019-05-12,Frankfort,Michigan,United States,44.622776,-86.330558,2,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Business,System/Component Failure - Powerplant,Enroute,
GAA19CA260,AccidentReport,2019-05-12,Northway,Alaska,United States,62.961112,-141.928054,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Positioning,Loss of Control on Ground,Landing,
GAA19CA263,AccidentReport,2019-05-12,Soldotna,Alaska,United States,60.524723,-150.996383,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA259,AccidentReport,2019-05-13,Crossett,Arkansas,United States,33.178333,-91.880279,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA261,AccidentReport,2019-05-13,Belgrade,Montana,United States,45.783889,-111.160835,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
WPR19LA144,AccidentReport,2019-05-13,Gila Bend,Arizona,United States,32.959999,-112.669998,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
CEN19LA169,AccidentReport,2019-05-14,Las Animas,Colorado,United States,38.085277,-103.200836,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA266,AccidentReport,2019-05-14,Latrobe,Pennsylvania,United States,40.273056,-79.410278,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
GAA19CA269,AccidentReport,2019-05-14,Tomball,Texas,United States,30.061666,-95.55278,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
WPR19LA157,AccidentReport,2019-05-14,Jerome,Idaho,United States,42.725276,-114.447219,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Other,Takeoff,
WPR19LA165,AccidentReport,2019-05-14,Medford,Oregon,United States,42.538887,-122.903892,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Maneuvering,
CEN19FA143,AccidentReport,2019-05-15,Loveland,Colorado,United States,40.464721,-105.085556,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Ferry,System/Component Failure - Powerplant,Approach,
CEN19LA142,AccidentReport,2019-05-15,Centralia,Illinois,United States,38.514999,-89.09111,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,System/Component Failure - Non-power,Maneuvering,
ERA19LA171,AccidentReport,2019-05-15,New York,New York,United States,40.754444,-74.006942,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Positioning,Loss of Control In-Flight,Maneuvering,
ERA19LA173,AccidentReport,2019-05-15,Hampton,Georgia,United States,33.391387,-84.325553,0,0,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA267,AccidentReport,2019-05-15,Manvel,Texas,United States,29.479166,-95.326667,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA270,AccidentReport,2019-05-15,Lane City,Texas,United States,29.182777,-95.993888,,,None,1,Destroyed,Airplane,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
WPR19FA145,AccidentReport,2019-05-15,Pleasant Grove,California,United States,38.885276,-121.423889,2,,Fatal,1,Destroyed,Airplane,Part 137: Agricultural,,,,Aerial application,Midair,Uncontrolled Descent,
WPR19FA145,AccidentReport,2019-05-15,Pleasant Grove,California,United States,38.885276,-121.423889,2,,Fatal,2,Destroyed,Airplane,Part 137: Agricultural,,,,Aerial application,Midair,Uncontrolled Descent,
WPR19FA146,AccidentReport,2019-05-15,Santa Ynez,California,United States,34.691112,-119.95333,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Controlled Flight Into Terrain,Enroute,
ERA19LA177,AccidentReport,2019-05-16,Savannah,Tennessee,United States,35.151111,-88.212219,0,0,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Non-power,Enroute,
GAA19CA272,AccidentReport,2019-05-16,Maitland,Florida,United States,28.629999,-81.389442,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
CEN19LA147,AccidentReport,2019-05-17,Yankeetown,Florida,United States,29.007778,-82.845001,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Non-power,Enroute,
GAA19CA271,AccidentReport,2019-05-17,Stuttgart,Arkansas,United States,34.597499,-91.574996,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Loss of Control In-Flight,Maneuvering,
WPR19FA148,AccidentReport,2019-05-17,Alpine,Utah,United States,40.502498,-111.74388,2,,Fatal,1,Substantial,Helicopter,Part 91: General aviation,,,,Personal,Unintended Flight Into IMC,Enroute,
CEN19FA144,AccidentReport,2019-05-18,Chillicothe,Ohio,United States,39.284168,-82.874443,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
CEN19RA145,AccidentReport,2019-05-18,Roatán,Other Foreign,Honduras,16.322219,-86.504322,5,,Fatal,1,Substantial,Airplane,Unknown,,,,,Unknown,Takeoff,
GAA19CA292,AccidentReport,2019-05-18,Bradford,Pennsylvania,United States,41.803054,-78.639999,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA310,AccidentReport,2019-05-18,Atlanta,Georgia,United States,33.357776,-84.572502,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Wildlife Encounter,Landing,
GAA19CA296,AccidentReport,2019-05-19,Orangeburg,South Carolina,United States,33.618331,-80.693885,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA373,AccidentReport,2019-05-19,Blairesville,Georgia,United States,34.854442,-83.997222,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Landing,
WPR19FA150,AccidentReport,2019-05-19,Melba,Idaho,United States,43.423053,-116.7125,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Initial Climb,
ERA19WA176,AccidentReport,2019-05-21,La Vega,,Dominican Republic,19.833055,-70.779724,2,1,Fatal,1,Substantial,Helicopter,"Non-U.S., non-commercial",,,,,Unknown,Unknown,
GAA19CA277,AccidentReport,2019-05-21,Pearsall,Texas,United States,28.845556,-98.878051,,1,Serious,1,Destroyed,Airplane,Part 137: Agricultural,,,,Aerial application,Loss of Control In-Flight,Maneuvering,
WPR19FA152,AccidentReport,2019-05-21,Whittier,Alaska,United States,60.910556,-147.77082,1,1,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
CEN19FA148,AccidentReport,2019-05-22,Greenfield,Indiana,United States,39.851387,-85.883613,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Initial Climb,
CEN19LA149,AccidentReport,2019-05-22,Raymond,Mississippi,United States,32.120277,-90.312774,,,None,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
GAA19CA276,AccidentReport,2019-05-22,Louisa,Virginia,United States,38.009998,-77.967224,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
WPR19LA153,AccidentReport,2019-05-22,Socorro,New Mexico,United States,34.020278,-106.901947,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
CEN19LA150,AccidentReport,2019-05-23,McKinney,Texas,United States,33.204444,-96.746665,,2,Serious,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
ERA19TA192,AccidentReport,2019-05-23,Stafford,Virginia,United States,38.398056,-77.455558,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA278,AccidentReport,2019-05-23,Pittsfield,Illinois,United States,39.651668,-90.809997,,,Minor,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
GAA19CA279,AccidentReport,2019-05-23,St. Louis,Illinois,United States,38.570278,-90.154998,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
GAA19CA312,AccidentReport,2019-05-23,Nogalas,Arizona,United States,31.417778,-110.847778,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Ground Collision,Taxi,
ERA19LA180,AccidentReport,2019-05-24,Atlantic Ocean,Atlantic Ocean,United States,37.634193,-72.8609,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Positioning,Unknown,Enroute,
GAA19CA283,AccidentReport,2019-05-24,Grangeville,Idaho,United States,45.921112,-116.217781,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Maneuvering,
GAA19CA284,AccidentReport,2019-05-24,Riverside,California,United States,33.951946,-117.444999,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
WPR19FA154,AccidentReport,2019-05-24,Grover,Utah,United States,38.174446,-111.24861,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Icing,Enroute,
CEN19LA153,AccidentReport,2019-05-25,Fredericksburg,Texas,United States,30.281944,-98.85778,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Enroute,
CEN19LA156,AccidentReport,2019-05-25,Oakes,North Dakota,United States,46.096942,-97.919441,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,System/Component Failure - Powerplant,Maneuvering,
ERA19FA179,AccidentReport,2019-05-25,St. Simons Island,Georgia,United States,31.2325,-81.354721,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Approach,
GAA19CA285,AccidentReport,2019-05-25,Cody,Wyoming,United States,44.520278,-109.023887,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
GAA19CA286,AccidentReport,2019-05-25,Takotna,Alaska,United States,63.001945,-156.367218,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Takeoff,
GAA19CA287,AccidentReport,2019-05-25,East Haddam,Connecticut,United States,41.446388,-72.457496,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
GAA19CA337,AccidentReport,2019-05-25,Fort Drum,Florida,United States,27.541944,-80.833053,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
CEN19LA152,AccidentReport,2019-05-26,Poplar Grove,Illinois,United States,42.342777,-88.896667,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
GAA19CA288,AccidentReport,2019-05-26,Carbondale,Illinois,United States,37.778057,-89.251945,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
WPR19LA155,AccidentReport,2019-05-26,Garberville,California,United States,40.088333,-123.807502,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Takeoff,
ANC19WA020,AccidentReport,2019-05-27,Whitehorse,,Canada,60.699722,-135.053894,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Unknown,Takeoff,
CEN19LA157,AccidentReport,2019-05-27,Palm City,Florida,United States,27.163333,-80.285835,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Approach,
ERA19TA182,AccidentReport,2019-05-27,Concord,Georgia,United States,33.044445,-84.43222,0,0,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA289,AccidentReport,2019-05-27,Fisher,Arkansas,United States,35.503612,-91.006668,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Loss of Control on Ground,Takeoff,
GAA19CA358,AccidentReport,2019-05-27,Bowie,Maryland,United States,38.941665,-76.772499,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
CEN19FA155,AccidentReport,2019-05-28,Mertzon,Texas,United States,31.259727,-100.82004,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Enroute,
ERA19FA181,AccidentReport,2019-05-28,Auburn Township,Ohio,United States,41.375278,-81.193054,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Enroute,
GAA19CA108,AccidentReport,2019-05-28,Hollister,California,United States,37.038055,-121.118057,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA294,AccidentReport,2019-05-28,Hilton Head,South Carolina,United States,32.224445,-80.697502,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
WPR19LA168,AccidentReport,2019-05-28,Brewster,Washington,United States,48.149642,-119.82019,,,Minor,1,Substantial,Helicopter,Part 91: General aviation,,,,Instructional,Controlled Flight Into Terrain,Emergency Descent,
CEN19LA158,AccidentReport,2019-05-29,Fredericksburg,Texas,United States,30.270959,-98.870315,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,Non-scheduled,Domestic,,Personal,System/Component Failure - Powerplant,Enroute,
ERA19FA183,AccidentReport,2019-05-29,Green Cove Springs,Florida,United States,29.957777,-81.727218,1,1,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Midair,Maneuvering,
ERA19FA183,AccidentReport,2019-05-29,Green Cove Springs,Florida,United States,29.957777,-81.727218,1,1,Fatal,2,Substantial,Airplane,Part 91: General aviation,,,,Personal,Midair,Maneuvering,
ERA19FA184,AccidentReport,2019-05-29,Cape May,New Jersey,United States,38.925556,-74.943054,1,0,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Other,Maneuvering,Yes
GAA19CA295,AccidentReport,2019-05-29,Salida,Colorado,United States,38.529998,-106.066665,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Landing,
ANC19FA021,AccidentReport,2019-05-30,Wasilla,Alaska,United States,61.575832,-149.53166,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Takeoff,
CEN19LA159,AccidentReport,2019-05-30,Cleburne,Texas,United States,32.390277,-97.433609,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Business,System/Component Failure - Powerplant,Enroute,
GAA19CA305,AccidentReport,2019-05-30,Fairbanks,Alaska,United States,64.36,-147.36,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA353,AccidentReport,2019-05-30,Festus,Missouri,United States,38.193054,-90.385833,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA298,AccidentReport,2019-05-31,Sparta,Illinois,United States,38.148887,-89.698608,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA299,AccidentReport,2019-05-31,San Antonio,Texas,United States,29.743888,-98.453056,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Landing,
GAA19CA303,AccidentReport,2019-05-31,Rockford,Ohio,United States,40.614166,-84,,,Minor,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
GAA19CA318,AccidentReport,2019-05-31,Youngstown,Ohio,United States,40.959999,-80.68,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA422,AccidentReport,2019-05-31,Willimantic,Connecticut,United States,41.744167,-72.180274,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Ground Collision,Taxi,
GAA19CA041,AccidentReport,2019-06-01,Paola,Kansas,United States,38.540279,-94.92028,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA300,AccidentReport,2019-06-01,Rose Hill,Kansas,United States,37.562778,-97.064163,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA301,AccidentReport,2019-06-01,Heber,Utah,United States,40.481945,-111.428054,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
GAA19CA304,AccidentReport,2019-06-01,Flippin,Arkansas,United States,36.290832,-92.590278,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Wildlife Encounter,Landing,
GAA19CA307,AccidentReport,2019-06-01,Junction City,Kansas,United States,39.043334,-96.84333,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
CEN19FA160,AccidentReport,2019-06-02,Cass,Arkansas,United States,35.705276,-93.794998,3,1,Fatal,1,Substantial,Helicopter,Part 91: General aviation,,,,Other work use,System/Component Failure - Powerplant,Maneuvering,
GAA19CA302,AccidentReport,2019-06-02,Gunnison,Colorado,United States,38.545833,-106.925277,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA306,AccidentReport,2019-06-02,Denver,Colorado,United States,39.569999,-104.849441,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
GAA19CA309,AccidentReport,2019-06-02,Sedona,Arizona,United States,34.848609,-111.78833,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA311,AccidentReport,2019-06-03,Culpeper,Virginia,United States,38.525554,-77.859725,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
DCA19LA154,AccidentReport,2019-06-04,Manassas,Virginia,United States,38.721942,-77.517776,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Flight test,System/Component Failure - Non-power,Uncontrolled Descent,
ERA19LA186,AccidentReport,2019-06-04,DANBURY,Connecticut,United States,41.597503,-72.755836,0,0,Minor,1,Substantial,Glider,Part 91: General aviation,,,,Personal,Loss of Lift,Approach,
ERA19TA185,AccidentReport,2019-06-04,Robertsdale,Alabama,United States,30.543333,-87.56472,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA313,AccidentReport,2019-06-04,Renton,Washington,United States,47.493057,-122.215835,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
WPR19FA159,AccidentReport,2019-06-04,Summerville,Oregon,United States,45.490833,-118.00888,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Low Altitude Operation,Maneuvering,
GAA19CA314,AccidentReport,2019-06-05,Sedona,Arizona,United States,34.82389,-111.907501,,1,Serious,1,None,Balloon,Part 91: General aviation,,,,Business,Collision on Takeoff or Landing,Landing,
GAA19CA316,AccidentReport,2019-06-05,Dillingham,Alaska,United States,59.039722,-158.457504,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA317,AccidentReport,2019-06-05,Paducah,Texas,United States,34.02111,-100.327499,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Positioning,Loss of Control on Ground,Landing,
ERA19LA187,AccidentReport,2019-06-06,Frederick,Maryland,United States,39.421665,-77.372222,0,0,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abrupt Maneuver,Takeoff,
ERA19TA195,AccidentReport,2019-06-06,Westminster,Maryland,United States,39.608333,-77.007774,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Runway Excursion,Landing,
GAA19CA319,AccidentReport,2019-06-06,Weiner,Arkansas,United States,35.590278,-90.913612,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA329,AccidentReport,2019-06-06,Lafayette,Indiana,United States,40.412223,-86.936943,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
GAA19CA344,AccidentReport,2019-06-06,Bethel,Alaska,United States,60.792221,-161.764724,,,None,1,Substantial,Helicopter,Part 133: Rotorcraft ext. load,,,,External load,System/Component Failure - Powerplant,Maneuvering,
WPR19LA160,AccidentReport,2019-06-06,Davis City,California,United States,38.525276,-121.703887,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
ERA19FA188,AccidentReport,2019-06-07,Castalia,North Carolina,United States,36.137222,-77.995834,4,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Windshear/Thunderstorm,Enroute,
GAA19CA320,AccidentReport,2019-06-07,Ashland,Maine,United States,46.661109,-68.389442,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA327,AccidentReport,2019-06-07,Gulkana,Alaska,United States,62.154998,-145.454437,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA328,AccidentReport,2019-06-07,Monument,Kansas,United States,39.104442,-101.007225,,,Minor,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Loss of Control In-Flight,Maneuvering,
GAA19CA330,AccidentReport,2019-06-07,Terre Haute,Indiana,United States,39.445835,-87.317222,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Landing,
GAA19CA331,AccidentReport,2019-06-07,Lee's Summit,Missouri,United States,38.959167,-94.371948,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Takeoff,
GAA19CA350,AccidentReport,2019-06-07,Nowdoinham,Maine,United States,44.694465,-69.382247,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Takeoff,
GAA19CA355,AccidentReport,2019-06-07,Santa Fe,New Mexico,United States,35.617221,-106.089447,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
